,name,category,chain,chains,currentChainTvls
562,KnightSwap Finance,Dexes,Binance,['BSC'],"{'BSC': 7433153.4595, 'BSC-staking': 580563.54294, 'Fantom-staking': 248250.94717, 'staking': 828814.49011, 'Fantom': 937918.28182}"
563,Shinobi,Dexes,Ubiq,['Ubiq'],{'Ubiq': 297005.59108}
564,4Swap,Dexes,Mixin,['Mixin'],{'Mixin': 63395123.88342}
565,FlatQube,Dexes,Everscale,['Everscale'],{'Everscale': 7869157.03336}
566,Nearpad,Dexes,Aurora,['Aurora'],{'Aurora': 401983.67148}
567,Buffer Finance,Options,Binance,['Arbitrum'],"{'Arbitrum-staking': 6666076.10257, 'Arbitrum': 1917290.02123, 'staking': 6666076.10257}"
568,Swarm Markets,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 497244.04182, 'Polygon': 313212.80324}"
569,Vexchange,Dexes,VeChain,['VeChain'],{'VeChain': 1359927.06207}
570,MoonDao,Reserve Currency,Moonriver,['Moonriver'],"{'Moonriver-staking': 0, 'Moonriver': 77.30392, 'staking': 0}"
571,DeHive,Indexes,Ethereum,['Ethereum'],"{'pool2': 17090.04315, 'Polygon-pool2': 6385.19644, 'Gnosis-pool2': 4505.2874, 'BSC-pool2': 6192.41867, 'Ethereum-pool2': 7.14064, 'BSC': 36500.17931, 'Ethereum': 53303.32357, 'Gnosis': 9022.26206, 'BSC-staking': 16114.41557, 'Ethereum-staking': 17187.96484, 'Polygon': 6385.19644, 'Polygon-staking': 15553.02109, 'Gnosis-staking': 3999.45587, 'staking': 52854.85737}"
572,Drift,Derivatives,Solana,['Solana'],{'Solana': 5341858.82004}
573,StellarX,Dexes,Stellar,['Stellar'],{}
574,XEUS,Reserve Currency,Binance,['BSC'],"{'BSC': 515369.99496, 'BSC-staking': 72047.73762, 'staking': 72047.73762}"
575,TaiChi,Reserve Currency,Binance,['BSC'],"{'BSC': 8429.19629, 'BSC-staking': 0, 'staking': 0}"
576,Omicron,Reserve Currency,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 20312.34495, 'staking': 0}"
577,WingSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 9238.33614, 'staking': 9238.33614, 'Fantom': 214560.26371}"
578,Tornadao,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 12.73094, 'Avalanche-staking': 0, 'staking': 0}"
579,ChickenSwap,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 203846.55394, 'pool2': 1383.73533, 'Ethereum-staking': 6241.76808, 'staking': 6241.76808, 'Ethereum-pool2': 1383.73533}"
580,PartySwap,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 20614.20285, 'Avalanche-staking': 317.0523, 'staking': 317.0523}"
581,Luxor Money,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 36973.35608, 'staking': 36973.35608, 'Fantom': 71367.38343}"
582,WannaSwap,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 11988.58958, 'Aurora': 227544.72151, 'staking': 11988.58958}"
583,VikingsFinance,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}"
584,GalaxyGoogle DAO,Reserve Currency,Avalanche,['BSC'],"{'BSC': 20465.60199, 'BSC-staking': 0, 'Avalanche': 0.78208, 'Avalanche-staking': 0, 'staking': 0}"
585,Mobius Finance,Synthetics,Polygon,['Polygon'],"{'Polygon': 58859.53001, 'pool2': 27361.02093, 'Polygon-pool2': 27361.02093, 'Polygon-staking': 35824.25656, 'staking': 35824.25656}"
586,KryptoDex,Dexes,Cronos,['Cronos'],"{'Cronos': 35443.05116, 'Cronos-staking': 854.51215, 'staking': 854.51215}"
587,MidasDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}"
588,O2 DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 170605.97292, 'Avalanche-staking': 14293.36782, 'staking': 14293.36782}"
589,Life DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 97.48968, 'Avalanche-staking': 0, 'staking': 0}"
590,OCP Finance,Lending,Binance,['BSC'],"{'BSC': 22799.03619, 'BSC-borrowed': 0.42839, 'borrowed': 0.42839}"
591,REX Staking,Lending,Telos,['Telos'],{'Telos': 27603988.69848}
592,Giza DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 57134.65106, 'staking': 57134.65106, 'Fantom': 0}"
593,YokaiSwap,Dexes,Godwoken,['GodwokenV1'],"{'Godwoken': 1180524.49141, 'GodwokenV1-staking': 317291.80265, 'GodwokenV1': 3205936.96539, 'staking': 317291.80265}"
594,WagyuSwap,Dexes,Velas,['Velas'],{'Velas': 2083112.31432}
595,Thorstarter,Launchpad,Ethereum,['Ethereum'],"{'Ethereum': 159746.63198, 'Ethereum-staking': 48271.43049, 'staking': 48271.43049}"
596,DefySwap,Dexes,Fantom,['Fantom'],"{'Echelon': 0, 'Fantom-staking': 10.21352, 'staking': 10.21352, 'Fantom': 4265.39397}"
597,MM Finance Cronos,Dexes,Cronos,['Cronos'],"{'Cronos': 11515227.92097, 'Cronos-staking': 51497.53137, 'staking': 51497.53137}"
598,SafeSwap,Dexes,Polygon,['Polygon'],"{'Ethereum': 7223.19588, 'Polygon': 16132.09888}"
599,Soy Finance,Dexes,Callisto,['Callisto'],"{'BSC': 0.15578, 'Bittorrent': 26258.64356, 'Callisto': 1102298.18488, 'EthereumClassic': 112757.7396}"
600,CheeseDAO,Reserve Currency,Harmony,['Harmony'],{'Harmony': 0}
601,Ice DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 36.48451, 'staking': 36.48451}"
602,Papa DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 13.10962, 'Avalanche-staking': 0, 'staking': 0}"
603,Pumpkin DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 2335.11913, 'staking': 2335.11913, 'Fantom': 0}"
604,Stargate Finance,Reserve Currency,Binance,['BSC'],"{'BSC': 217604.99283, 'BSC-staking': 40654.25866, 'staking': 40654.25866}"
605,TempoDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 3.22915, 'Avalanche-staking': 0, 'staking': 0}"
606,Euler,Lending,Ethereum,['Ethereum'],"{'Ethereum': 10157405.09163, 'Ethereum-borrowed': 0, 'borrowed': 0}"
607,Drops,NFT Lending,Ethereum,['Ethereum'],"{'pool2': 144313.27159, 'Ethereum-pool2': 144313.27159, 'Ethereum': 2423790.1614, 'Ethereum-staking': 47180.95246, 'Ethereum-borrowed': 572266.28306, 'borrowed': 572266.28306, 'staking': 47180.95246}"
608,Atlas USV,Reserve Currency,Polygon,['Polygon'],"{'Polygon': 9468.03901, 'Polygon-staking': 2600315.61361, 'staking': 2600315.61361}"
609,Gains Network,Derivatives,Polygon,['Arbitrum'],"{'pool2': 363827.51018, 'Polygon-pool2': 363827.51018, 'Arbitrum-staking': 127873430.42305, 'Polygon': 17126372.63161, 'Polygon-staking': 51734115.78377, 'Arbitrum': 34868010.06645, 'staking': 179607546.20682}"
610,OpenDAO,Algo-Stables,Binance,['Ethereum'],"{'BSC': 3779.27826, 'Ethereum': 9232.10113, 'pool2': 4777.77287, 'Ethereum-pool2': 4777.77287}"
611,Arkadiko,CDP,Stacks,['Stacks'],{'Stacks': 2258195.01397}
612,Hermes Defi,Yield,Polygon,['Harmony'],"{'Harmony-staking': 0, 'Harmony': 3197.04111, 'staking': 0}"
613,Xmas Past,Farm,Fantom,['Fantom'],"{'pool2': 23.96612, 'Fantom-staking': 128.50403, 'Fantom-pool2': 23.96612, 'staking': 128.50403, 'Fantom': 272.7418}"
614,Paraluni Dex,Dexes,Binance,['BSC'],{'BSC': 769330.14107}
615,Starterra,Launchpad,Terra,['Terra Classic'],{'Terra Classic': 0}
616,Astroport,Dexes,Terra,['Terra2'],"{'Terra Classic': 1763293.79206, 'Terra2': 15899364.90396}"
617,TopShelf,CDP,Fantom,['BSC'],"{'BSC': 57044.06823, 'Avalanche': 47700.04822, 'Fantom': 55305.63354}"
618,Percent Finance,Lending,Ethereum,['Ethereum'],"{'pool2': 0, 'Ethereum-pool2': 0, 'Ethereum': 487465.73951, 'Ethereum-staking': 0, 'Ethereum-borrowed': 45.56372, 'borrowed': 45.56372, 'staking': 0}"
619,Algofi Lend,Lending,Algorand,['Algorand'],"{'Algorand-borrowed': 12860610.8517, 'Algorand': 100341688.54877, 'Algorand-staking': 1214738.82774, 'borrowed': 12860610.8517, 'staking': 1214738.82774}"
620,SpicySwap,Dexes,Tezos,['Tezos'],"{'Tezos-staking': 16568.45245, 'Tezos': 166965.00552, 'staking': 16568.45245}"
621,OneSwap,Dexes,Ethereum,['CSC'],"{'BSC': 1466.92695, 'Ethereum': 374036.38328, 'CSC': 585302.59268, 'Tron': 6547.84486}"
622,RagnarokDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}"
623,Mercurity,Dexes,Ethereum,['Ethereum'],{'Ethereum': 10134.7867}
624,Solana Farm,Staking,Binance,['BSC'],"{'BSC': 332.51122, 'BSC-staking': 0, 'pool2': 105.11499, 'BSC-pool2': 105.11499, 'staking': 0}"
625,SunflowerSwap,Farm,Ethereum,['Moonbeam'],{'Moonbeam': 371.19825}
626,Ouchi Finance,Dexes,Ethereum,['Ethereum'],{'Ethereum': 15881001.03662}
627,UnusDao,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 0, 'staking': 0}"
628,Globiance,Dexes,XDC,['XDC'],{}
629,LeagueDAO,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 157953.33297, 'Ethereum-staking': 61266.24939, 'staking': 61266.24939}"
630,Vortex DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 44.6906, 'Avalanche-staking': 0, 'staking': 0}"
631,Redacted Protocol,Staking,Ethereum,['Ethereum'],"{'Ethereum': 13757936.00408, 'Ethereum-staking': 52092720.58969, 'staking': 52092720.58969}"
632,Linear Finance,Derivatives,Binance,['BSC'],"{'BSC': 10323451.74493, 'pool2': 142185.83986, 'BSC-pool2': 142185.83986}"
633,CakeDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}"
634,Chest Finance,Options Vault,Solana,['Solana'],{'Solana': 766393.57672}
635,Embr Finance,Dexes,Avalanche,['Avalanche'],{'Avalanche': 9539.81908}
636,Ideamarket,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 164632.2682}
637,Dios Finance,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 0, 'staking': 0}"
638,Polkamarkets,Prediction Market,Moonriver,['Ethereum'],"{'Moonriver': 3274.98176, 'Moonbeam': 1728.23962, 'Moonriver-staking': 1091.86894, 'Ethereum': 9213.67528, 'Moonbeam-staking': 51.22431, 'Ethereum-staking': 3.48042, 'staking': 1146.57366}"
639,IFSwap,Dexes,CSC,['CSC'],"{'CSC': 5447.21143, 'CSC-staking': 7060.35474, 'staking': 7060.35474}"
640,AutoShark,Dexes,Binance,['BSC'],"{'BSC': 400104.41483, 'BSC-staking': 30380.95801, 'staking': 30380.95801}"
641,Keep3r Network,Derivatives,Ethereum,['Ethereum'],"{'Ethereum': 24192314.76114, 'Ethereum-staking': 6898473.07766, 'Ethereum-borrowed': 5542311.31732, 'borrowed': 5542311.31732, 'staking': 6898473.07766}"
642,SpiritDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 1336.94306, 'Avalanche-staking': 103.83361, 'staking': 103.83361}"
643,ZodiacDAO,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 0, 'staking': 0}"
644,Umbria Network,Cross Chain,Ethereum,['Ethereum'],"{'pool2': 523840.91531, 'Polygon-pool2': 8354.71089, 'Ethereum-pool2': 515486.20442, 'Ethereum': 0, 'Ethereum-staking': 14231.51215, 'Polygon': 0, 'Polygon-staking': 0, 'staking': 14231.51215}"
645,Pala,Dexes,Klaytn,['Klaytn'],{'Klaytn': 631357.76593}
646,Thetanuts Finance,Options Vault,Ethereum,['Ethereum'],"{'BSC': 57397.47725, 'Boba': 88403.25162, 'Ethereum': 8148352.16613, 'Aurora': 31417.25988, 'Avalanche': 39665.32675, 'Polygon': 516498.86132, 'Fantom': 860202.63005}"
647,Gearbox,Leveraged Farming,Ethereum,['Ethereum'],{'Ethereum': 91760583.05646}
648,Cashio,CDP,Solana,['Solana'],{'Solana': 0.06657}
649,Zencha Finance,Dexes,Boba,['Boba'],{'Boba': 85847.19588}
650,Spicy DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0.03751, 'staking': 0.03751}"
651,Sperax USD,Algo-Stables,Arbitrum,['Arbitrum'],"{'Ethereum': 0, 'Ethereum-staking': 74781.06699, 'Arbitrum-staking': 1427974.90921, 'Arbitrum': 1569478.9538, 'staking': 1502755.9762}"
652,KACO Finance,Dexes,Binance,['Shiden'],"{'BSC': 14647.65053, 'BSC-staking': 4002.03481, 'Shiden': 51422.63716, 'Shiden-staking': 0, 'staking': 4002.03481}"
653,Spectrum Finance,Dexes,Ergo,['Ergo'],{'Ergo': 1415748.03438}
654,AfraSwap,Dexes,Binance,['BSC'],"{'BSC': 403.87837, 'BSC-staking': 1672.13371, 'staking': 1672.13371}"
655,SuperFarm,Services,Ethereum,['Ethereum'],"{'Ethereum': 99391.29453, 'pool2': 4589273.5175, 'Ethereum-staking': 6424405.7665, 'staking': 6424405.7665, 'Ethereum-pool2': 4589273.5175}"
656,Niob Finance,Dexes,Binance,['BSC'],"{'BSC': 199376.38944, 'BSC-staking': 4381608.42861, 'pool2': 533813.35484, 'BSC-pool2': 533813.35484, 'staking': 4381608.42861}"
657,Templar DAO,Reserve Currency,Binance,['Moonriver'],"{'Moonriver': 9596.98735, 'Harmony-staking': 122705.0828, 'Harmony': 4021.39115, 'Moonriver-staking': 147768.84712, 'BSC': 0, 'BSC-staking': 234080.86502, 'staking': 504554.79494}"
658,Ara Finance,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 2306.72862, 'staking': 2306.72862}"
659,ValhallaDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 2e-05, 'Avalanche-staking': 384.26019, 'staking': 384.26019}"
660,SecureDAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 34652.73534, 'staking': 34652.73534, 'Fantom': 0}"
661,SnowCatDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 1238.8556, 'staking': 1238.8556}"
662,AgarthaDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}"
663,Bourbon DAO,Reserve Currency,Binance,['BSC'],"{'BSC': 1.0014, 'BSC-staking': 1705.12474, 'staking': 1705.12474}"
664,WaterLoan,Lending,CSC,['CSC'],"{'CSC': 1070.39294, 'CSC-borrowed': 1041872.5703, 'smartBCH': 6668.44474, 'borrowed': 1045617.54392, 'smartBCH-borrowed': 3744.97363}"
665,Asgard Dao,Reserve Currency,Binance,['BSC'],"{'BSC': 463.65857, 'BSC-staking': 0, 'staking': 0}"
666,Mama DAO,Reserve Currency,Polygon,['Polygon'],"{'Polygon': 12.73122, 'Polygon-staking': 2e-05, 'staking': 2e-05}"
667,PirateDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 809.16256, 'Avalanche-staking': 1044.1735, 'staking': 1044.1735}"
668,Tectonic,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 66948976.53259, 'Cronos': 125843326.96632, 'borrowed': 66948976.53259}"
669,VultureSwap,Dexes,Cronos,['Cronos'],{'Cronos': 3371.74538}
670,Crow Finance,Dexes,Cronos,['Cronos'],{'Cronos': 101662.16621}
671,DuckyDeFi,Dexes,Cronos,['Cronos'],{'Cronos': 52170.46293}
672,Rose,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 40218.82435, 'Aurora': 126011.82894, 'borrowed': 15187.11158, 'Aurora-borrowed': 15187.11158, 'staking': 40218.82435}"
673,SunFlower Finance,Dexes,Binance,['BSC'],"{'BSC': 278.40081, 'BSC-staking': 0, 'pool2': 13648.33693, 'BSC-pool2': 13648.33693, 'staking': 0}"
674,Tethys AMM,Dexes,Metis,['Metis'],"{'Metis': 1411157.77995, 'Metis-staking': 34479.49604, 'staking': 34479.49604}"
675,NetSwap,Dexes,Metis,['Metis'],{'Metis': 6253909.64085}
676,Avalps,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0.84301, 'Avalanche-staking': 0.00264, 'staking': 0.00264}"
677,Amogus DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 45.12393, 'Avalanche-staking': 445.73823, 'staking': 445.73823}"
678,WraithSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 3151.14635, 'staking': 3151.14635, 'Fantom': 5850.90581}"
679,RobiniaSwap,Dexes,Binance,['BSC'],"{'BSC': 27958.94453, 'BSC-staking': 0, 'pool2': 410.26064, 'BSC-pool2': 410.26064, 'staking': 0}"
680,SocialSwap,Dexes,Tron,['Tron'],{}
681,NiiFi,Dexes,Nahmii,['Nahmii'],{'Nahmii': 1102724.16685}
682,Friktion,Options Vault,Solana,['Solana'],{'Solana': 1933358.1293}
683,Nomiswap,Dexes,Binance,['BSC'],"{'BSC': 8521213.638, 'BSC-staking': 389849.06392, 'staking': 389849.06392}"
684,Trick or Treat Farm,Farm,Fantom,['Fantom'],"{'pool2': 130.16419, 'Fantom-staking': 0, 'Fantom-pool2': 130.16419, 'staking': 0, 'Fantom': 33031.5852}"
685,DeepSeaDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0.44728, 'Avalanche-staking': 4643.40073, 'staking': 4643.40073}"
686,Swing DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0.02078, 'Avalanche-staking': 0.00045, 'staking': 0.00045}"
687,DefiChain DEX,Dexes,DefiChain,['DefiChain'],{'DefiChain': 241777381.3921}
688,DefiChain Loans,Synthetics,DefiChain,['DefiChain'],{'DefiChain': 92679956.21576}
689,MetaReserve,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 2410.86575, 'staking': 2410.86575}"
690,PsyOptions,Options,Solana,['Solana'],{'Solana': 2390238.3511}
691,AuroraSwap,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 506.71087, 'Aurora': 271905.17437, 'staking': 506.71087}"
692,Xenophon,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 3484.98038, 'staking': 3484.98038}"
693,Vesq,Reserve Currency,Polygon,['Polygon'],"{'Polygon': 2.46809, 'Polygon-staking': 196372.08574, 'staking': 196372.08574}"
694,Tropical Finance,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 8328.73263, 'smartBCH': 25447.18741, 'staking': 8328.73263}"
695,Whale Loans,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 0, 'staking': 0}"
696,ExinSwap,Dexes,Mixin,['Mixin'],{'Mixin': 532635.84}
697,CyberTime,Services,Binance,['BSC'],"{'BSC': 36047.09541, 'BSC-staking': 0, 'pool2': 8903.53463, 'BSC-pool2': 8903.53463, 'staking': 0}"
698,MarginSwap,Dexes,Ethereum,['Avalanche'],"{'BSC': 909.18029, 'Ethereum': 134282.97912, 'Avalanche': 2489211.82637, 'Polygon': 79730.45177}"
699,EverRise,Services,Ethereum,['Ethereum'],"{'pool2': 1594372.36689, 'Fantom-staking': 434695.63628, 'Polygon-pool2': 543954.98558, 'BSC-pool2': 411066.52236, 'Ethereum-pool2': 0, 'BSC': 2882338.43323, 'Ethereum': 2934073.01816, 'BSC-staking': 3499634.76555, 'Avalanche': 23393.39202, 'Avalanche-staking': 482085.74034, 'Ethereum-staking': 2328918.6275, 'Polygon': 32517.98742, 'Polygon-staking': 1806681.94366, 'Avalanche-pool2': 278090.2364, 'Fantom-pool2': 361260.62255, 'Fantom': 13106.21121, 'staking': 8552016.71332}"
700,Mimas Finance,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 578145.08212, 'Cronos': 1905878.54872, 'Cronos-staking': 5669.89633, 'borrowed': 578145.08212, 'staking': 5669.89633}"
701,Magnet DAO,Algo-Stables,Avalanche,['Avalanche'],"{'Avalanche': 0.66599, 'Avalanche-staking': 0, 'staking': 0}"
702,Katana,Options Vault,Solana,['Solana'],{'Solana': 2287702.17127}
703,PolkaEx,Dexes,Ethereum,['Astar'],"{'Astar-staking': 5456.29476, 'Shiden-staking': 6816.93732, 'BSC': 130.89155, 'Ethereum': 9.2426, 'Astar': 82846.59734, 'BSC-staking': 280.29528, 'Shiden': 7502.61488, 'Polygon': 0, 'Polygon-staking': 61.20591, 'staking': 12614.73327}"
704,OBSwap,Dexes,EOS,['EOS'],{'EOS': 1978.63852}
705,Sentre,Dexes,Solana,['Solana'],{}
706,WagmiDAO,Reserve Currency,Harmony,['Harmony'],"{'Harmony-staking': 0, 'Harmony': 40102.40862, 'staking': 0}"
707,Across,Cross Chain,Ethereum,['Ethereum'],{'Ethereum': 50621916.19718}
708,OpenLeverage,Dexes,Ethereum,['BSC'],"{'BSC': 3086196.10807, 'Ethereum': 29052.07871, 'KCC': 82564.80593}"
709,ThorusFi,Dexes,Avalanche,['Avalanche'],"{'Moonbeam-staking': 1182.51175, 'Avalanche': 28705.9534, 'Avalanche-staking': 56600.24812, 'staking': 57782.75986, 'Moonbeam': 2749.2469}"
710,SamoDAO,Reserve Currency,Binance,['BSC'],"{'BSC': 0.42085, 'BSC-staking': 683.93991, 'staking': 683.93991}"
711,Karma DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 147141.71796, 'staking': 147141.71796}"
712,Farm Hero,Gaming,Binance,['Polygon'],"{'OKExChain-staking': 0, 'OKExChain': 559.83999, 'pool2': 10275.15922, 'Polygon-pool2': 0, 'BSC-pool2': 10275.15922, 'BSC': 913.57231, 'BSC-staking': 24035.34255, 'Polygon': 2750.14304, 'Polygon-staking': 4112.07989, 'OKExChain-pool2': 0, 'staking': 28147.42243}"
713,Sierra,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 843.06177, 'Avalanche-staking': 17946.28661, 'staking': 17946.28661}"
714,Trapeza Protocol,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 66.40737, 'staking': 66.40737}"
715,Argano,Synthetics,Polygon,['Polygon'],{'Polygon': 3446.30638}
716,Photon Protocol,Reserve Currency,Binance,['BSC'],"{'BSC': 1363.44676, 'BSC-staking': 0.28159, 'staking': 0.28159}"
717,TiPiDao,Reserve Currency,Binance,['BSC'],"{'BSC': 7023.21538, 'BSC-staking': 2640.97152, 'staking': 2640.97152}"
718,VoltSwap,Dexes,Meter,['Theta'],"{'Theta': 439584.19603, 'Meter': 63119.32242}"
719,Empyrean DAO,Reserve Currency,Aurora,['Aurora'],"{'Aurora-staking': 272711.1479, 'Aurora': 0, 'staking': 272711.1479}"
720,SashimiDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 1.452, 'Avalanche-staking': 0, 'staking': 0}"
721,Creditum,Algo-Stables,Fantom,['Fantom'],"{'pool2': 2169.54267, 'Fantom-staking': 14.17691, 'Fantom-pool2': 2169.54267, 'staking': 14.17691, 'Fantom': 22500.86736}"
722,Agile Finance,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 505996.10364, 'Cronos': 5502.4827, 'borrowed': 505996.10364}"
723,Minotaur Money,Reserve Currency,Cronos,['Cronos'],"{'Cronos': 0.00517, 'Cronos-staking': 7697.75522, 'staking': 7697.75522}"
724,DuneSwap,Dexes,Oasis,['Oasis'],{'Oasis': 39785.88977}
725,YuzuSwap,Dexes,Oasis,['Oasis'],{'Oasis': 2360520.83951}
726,TerraFloki,Dexes,Terra,['Terra Classic'],{'Terra Classic': 0}
727,Mimo,Dexes,IoTeX,['IoTeX'],{'IoTeX': 9010665.57702}
728,StackSwap,Dexes,Stacks,['Stacks'],{}
729,Spartan,Dexes,Binance,['BSC'],{'BSC': 942082.80054}
730,Opyn Squeeth,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 12168584.18091}
731,Kandyland Finance,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 1390.9555, 'staking': 1390.9555}"
732,HakuSwap,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 121678.06004, 'Avalanche-staking': 7304.07528, 'staking': 7304.07528}"
733,Solarflare,Dexes,Moonbeam,['Moonbeam'],{'Moonbeam': 182836.36821}
734,Oin Finance,Algo-Stables,Near,['Ethereum'],"{'Ethereum': 55475.27206, 'pool2': 12423.7433, 'Near': 17477.31377, 'Harmony': 10646.68551, 'Ethereum-pool2': 12423.7433}"
735,CrossChain Bridge,Cross Chain,Ethereum,['Ethereum'],"{'Fantom-staking': 266.27446, 'BSC': 616379.52485, 'Ethereum': 4748456.01012, 'BSC-staking': 10066.34208, 'Avalanche': 5117.69945, 'Avalanche-staking': 317.1534, 'Ethereum-staking': 2770.09783, 'Polygon': 92311.72633, 'Polygon-staking': 1907.83337, 'Fantom': 75107.77152, 'staking': 15327.70113}"
736,Pillar,Algo-Stables,Zilliqa,['Zilliqa'],{'Zilliqa': 2282.06029}
737,ThetaSwap,Dexes,Theta,['Theta'],{'Theta': 782204.30897}
738,Saros,Dexes,Solana,['Solana'],{'Solana': 1371403.81956}
739,SmartDEXBCH,Dexes,smartBCH,['smartBCH'],"{'smartBCH-staking': 7.52917, 'smartBCH': 515.02547, 'staking': 7.52917}"
740,Immortal,Reserve Currency,Celo,['Celo'],"{'Celo-staking': 721419.26725, 'Celo': 98989.26026, 'staking': 721419.26725}"
741,StellaSwap,Dexes,Moonbeam,['Moonbeam'],"{'Moonbeam-staking': 865830.25181, 'staking': 865830.25181, 'Moonbeam': 16632993.99107}"
742,PERI Finance,Synthetics,Ethereum,['Polygon'],"{'BSC': 193743.492, 'Ethereum': 117436.255, 'Polygon': 633146.759}"
743,Paprprintr,Algo-Stables,Binance,['KCC'],"{'Aurora-staking': 0, 'pool2': 1130.57397, 'Fantom-staking': 0, 'KCC': 0, 'Polygon-pool2': 1024.81181, 'BSC-pool2': 105.76215, 'BSC': 0, 'Aurora': 0, 'BSC-staking': 0, 'KCC-staking': 0, 'Polygon': 0, 'Polygon-staking': 0, 'Fantom': 0, 'staking': 0}"
