,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
905,BeefStake,Staking,Vite,['Vite'],{'Vite': 36024.98602},36024.98602,dict_keys(['Vite'])
906,ButterSwap,Dexes,Heco,['BSC'],"{'BSC': 80312.83562, 'BSC-staking': 0, 'Heco': 12155.3953, 'Heco-staking': 0, 'staking': 0}",92468.23092,"dict_keys(['BSC', 'BSC-staking', 'Heco', 'Heco-staking', 'staking'])"
907,HebeSwap,Dexes,EthereumClassic,['EthereumClassic'],{'EthereumClassic': 236547.5576},236547.5576,dict_keys(['EthereumClassic'])
908,Aperture Finance,Leveraged Farming,Terra,['Terra Classic'],"{'Avalanche': 78407.64, 'Terra Classic': 164373.13696}",242780.77696,"dict_keys(['Avalanche', 'Terra Classic'])"
909,Valas Finance,Lending,Binance,['BSC'],"{'pool2': 163865.39079, 'BSC-borrowed': 5350313.03305, 'BSC-pool2': 163865.39079, 'BSC': 5566250.25066, 'BSC-staking': 754353.19679, 'borrowed': 5350313.03305, 'staking': 754353.19679}",18103313.491919998,"dict_keys(['pool2', 'BSC-borrowed', 'BSC-pool2', 'BSC', 'BSC-staking', 'borrowed', 'staking'])"
910,Sherpa Cash,Privacy,Avalanche,['Avalanche'],{'Avalanche': 28751.2},28751.2,dict_keys(['Avalanche'])
911,LaserSwap,Dexes,ThunderCore,['ThunderCore'],{'ThunderCore': 326096.65138},326096.65138,dict_keys(['ThunderCore'])
912,Puzzle Swap,Dexes,Waves,['Waves'],{'Waves': 415999.25385},415999.25385,dict_keys(['Waves'])
913,StableKoi,Dexes,Godwoken,['Godwoken'],"{'Godwoken': 61986.25164, 'Godwoken-staking': 0, 'GodwokenV1': 5188.33559, 'staking': 0}",67174.58723,"dict_keys(['Godwoken', 'Godwoken-staking', 'GodwokenV1', 'staking'])"
914,MilkySwap,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 298719.78128},298719.78128,dict_keys(['Milkomeda C1'])
915,OccamX,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 941314.2207},941314.2207,dict_keys(['Milkomeda C1'])
916,Strips Finance,Derivatives,Arbitrum,['Arbitrum'],"{'pool2': 0, 'Arbitrum': 0, 'Arbitrum-pool2': 0}",0.0,"dict_keys(['pool2', 'Arbitrum', 'Arbitrum-pool2'])"
917,Symbiosis Finance,Cross Chain,Ethereum,['Ethereum'],"{'Kava': 13002.02561, 'Boba_Bnb': 188837.04428, 'BSC': 115312.03868, 'Boba': 263171.94217, 'Boba_Avax': 9822.07253, 'Ethereum': 369232.56882, 'Aurora': 4.34143, 'Avalanche': 235589.06004, 'Polygon': 56139.63701, 'Telos': 95771.60619}",1346882.3367599999,"dict_keys(['Kava', 'Boba_Bnb', 'BSC', 'Boba', 'Boba_Avax', 'Ethereum', 'Aurora', 'Avalanche', 'Polygon', 'Telos'])"
918,RubikFarm,Farm,Binance,['BSC'],"{'BSC': 27.31103, 'BSC-staking': 234.62184, 'pool2': 0, 'BSC-pool2': 0, 'staking': 234.62184}",496.55471,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
919,The Idols,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 4887978.06897, 'Ethereum-staking': 132979.7369, 'staking': 132979.7369}",5153937.54277,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
920,Crystalvale,Dexes,DFK,['DFK'],"{'DFK-staking': 167949.79566, 'DFK': 9009550.55237, 'staking': 167949.79566}",9345450.143690001,"dict_keys(['DFK-staking', 'DFK', 'staking'])"
921,Greenhouse,Dexes,Polygon,['Polygon'],{'Polygon': 3941.39503},3941.39503,dict_keys(['Polygon'])
922,WingRiders,Dexes,Cardano,['Cardano'],{'Cardano': 16387067.27434},16387067.27434,dict_keys(['Cardano'])
923,Antex,Launchpad,Binance,['BSC'],{'BSC': 21133.60557},21133.60557,dict_keys(['BSC'])
924,Amaterasu Finance,Dexes,Aurora,['Aurora'],{'Aurora': 8660.43779},8660.43779,dict_keys(['Aurora'])
925,UniDex,Derivatives,Fantom,['Fantom'],"{'BSC': 4265.30514, 'Optimism': 796985.46443, 'Boba': 29225.03197, 'Metis': 30012.30332, 'Fantom': 1727491.90417}",2587980.00903,"dict_keys(['BSC', 'Optimism', 'Boba', 'Metis', 'Fantom'])"
926,SpiritSwap Lending,Lending,Fantom,['Fantom'],"{'Fantom-borrowed': 165657.36888, 'borrowed': 165657.36888, 'Fantom': 705737.83078}",1037052.5685399999,"dict_keys(['Fantom-borrowed', 'borrowed', 'Fantom'])"
927,Picnic,Indexes,Polygon,['Polygon'],{'Polygon': 106823.60542},106823.60542,dict_keys(['Polygon'])
928,Concave,Services,Ethereum,['Ethereum'],{'Ethereum': 396380.10157},396380.10157,dict_keys(['Ethereum'])
929,DDDX,Dexes,Binance,['BSC'],"{'BSC': 11424.05216, 'BSC-staking': 0, 'staking': 0}",11424.05216,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
930,Stake1,Lending,Fantom,['Fantom'],"{'pool2': 78.89828, 'Fantom-pool2': 78.89828, 'Fantom': 1102.05007}",1259.84663,"dict_keys(['pool2', 'Fantom-pool2', 'Fantom'])"
931,Mockingbird,Farm,Fantom,['Fantom'],"{'pool2': 1.07475, 'Fantom-staking': 0, 'Fantom-pool2': 1.07475, 'staking': 0, 'Fantom': 1164.50586}",1166.65536,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
932,Milko Farm,Farm,Milkomeda,['Milkomeda C1'],"{'Milkomeda C1-pool2': 41.61974, 'Milkomeda C1-staking': 695.07865, 'pool2': 41.61974, 'Milkomeda C1': 3006.9345, 'staking': 695.07865}",4480.33128,"dict_keys(['Milkomeda C1-pool2', 'Milkomeda C1-staking', 'pool2', 'Milkomeda C1', 'staking'])"
933,Kagla Finance,Dexes,Astar,['Astar'],"{'Astar': 2327060.6485, 'Astar-staking': 18262.22469, 'staking': 18262.22469}",2363585.0978800002,"dict_keys(['Astar', 'Astar-staking', 'staking'])"
934,Proton Swap,Dexes,Proton,['Proton'],{'Proton': 2523372.60219},2523372.60219,dict_keys(['Proton'])
935,Nested,Services,Binance,['Arbitrum'],"{'Optimism': 219745.28551, 'BSC': 450494.43079, 'Ethereum': 256551.57791, 'Avalanche': 60804.00144, 'Polygon': 414625.0269, 'Arbitrum': 837884.17749}",2240104.50004,"dict_keys(['Optimism', 'BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum'])"
936,0vix,Lending,Polygon,['Polygon'],"{'Polygon': 5616416.75363, 'Polygon-borrowed': 3210631.64379, 'borrowed': 3210631.64379}",12037680.04121,"dict_keys(['Polygon', 'Polygon-borrowed', 'borrowed'])"
937,Polynomial Protocol,Options Vault,Optimism,['Optimism'],{'Optimism': 643427.17222},643427.17222,dict_keys(['Optimism'])
938,RadioShack,Dexes,Ethereum,['BSC'],"{'Optimism': 24539.79943, 'Cronos': 132058.48747, 'Optimism-staking': 0, 'Fantom-staking': 0, 'Cronos-staking': 0, 'BSC': 1451694.63961, 'Dogechain': 4326.45024, 'Ethereum': 1251378.50848, 'BSC-staking': 63200.00109, 'Avalanche': 856923.47101, 'Avalanche-staking': 17513.82969, 'Ethereum-staking': 122071.33394, 'Polygon': 686121.46464, 'Dogechain-staking': 0, 'Polygon-staking': 21314.17395, 'Fantom': 13716.86263, 'staking': 224099.33868}",4868958.36086,"dict_keys(['Optimism', 'Cronos', 'Optimism-staking', 'Fantom-staking', 'Cronos-staking', 'BSC', 'Dogechain', 'Ethereum', 'BSC-staking', 'Avalanche', 'Avalanche-staking', 'Ethereum-staking', 'Polygon', 'Dogechain-staking', 'Polygon-staking', 'Fantom', 'staking'])"
939,DeltaTheta,Options,Binance,['BSC'],"{'BSC': 70409.73179, 'Polygon': 327.47808}",70737.20987,"dict_keys(['BSC', 'Polygon'])"
940,Astar Exchange,Dexes,Astar,['Astar'],{'Astar': 22258.89437},22258.89437,dict_keys(['Astar'])
941,TroyDefi,Farm,Binance,['BSC'],"{'BSC': 497.9189, 'BSC-staking': 0, 'pool2': 78.26074, 'BSC-pool2': 78.26074, 'staking': 0}",654.44038,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
942,DarumaDAO,Reserve Currency,Godwoken,['Godwoken'],"{'Godwoken': 0, 'Godwoken-staking': 100579.16, 'staking': 100579.16}",201158.32,"dict_keys(['Godwoken', 'Godwoken-staking', 'staking'])"
943,Astrowar Finance,Staking,Harmony,['Harmony'],{'Harmony': 13.89349},13.89349,dict_keys(['Harmony'])
944,LendFlare,Lending,Ethereum,['Ethereum'],{'Ethereum': 836770.68733},836770.68733,dict_keys(['Ethereum'])
945,SingularityDAO,Yield,Ethereum,['Ethereum'],"{'pool2': 311932.90538, 'BSC-pool2': 107730.82628, 'Ethereum-pool2': 204202.0791, 'BSC': 257256.75308, 'Ethereum': 3624788.84586, 'BSC-staking': 5872143.95434, 'Ethereum-staking': 32431156.94924, 'staking': 38303300.90358}",81112513.21686,"dict_keys(['pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'staking'])"
946,Humble Defi,Dexes,Algorand,['Algorand'],{'Algorand': 3900305.4062},3900305.4062,dict_keys(['Algorand'])
947,BAO Markets,Lending,Ethereum,['Ethereum'],"{'Ethereum': 354445.51564, 'Ethereum-borrowed': 0, 'borrowed': 0}",354445.51564,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
948,BAO Ballast,CDP,Ethereum,['Ethereum'],{'Ethereum': 228393.95364},228393.95364,dict_keys(['Ethereum'])
949,SMBSwap,Dexes,Binance,['BSC'],{'BSC': 19197.58006},19197.58006,dict_keys(['BSC'])
950,Solace,Insurance,Polygon,['Ethereum'],"{'Aurora-staking': 0, 'pool2': 0, 'Aurora-pool2': 0, 'Ethereum-pool2': 0, 'Ethereum': 0, 'Aurora': 0, 'Ethereum-staking': 0, 'Polygon': 0, 'Polygon-staking': 0, 'staking': 0}",0.0,"dict_keys(['Aurora-staking', 'pool2', 'Aurora-pool2', 'Ethereum-pool2', 'Ethereum', 'Aurora', 'Ethereum-staking', 'Polygon', 'Polygon-staking', 'staking'])"
951,Clearpool,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Polygon-borrowed': 77740.70413, 'Ethereum': 779339.46959, 'Ethereum-staking': 7301122.04728, 'Polygon': 63501.12291, 'Ethereum-borrowed': 2517414.91406, 'borrowed': 2595155.61819, 'staking': 7301122.04728}",20635395.92344,"dict_keys(['Polygon-borrowed', 'Ethereum', 'Ethereum-staking', 'Polygon', 'Ethereum-borrowed', 'borrowed', 'staking'])"
952,Hodltree,Lending,Ethereum,['Ethereum'],"{'Ethereum': 22989.44162, 'Polygon': 227.5699}",23217.01152,"dict_keys(['Ethereum', 'Polygon'])"
953,Eklipse Finance,Dexes,Klaytn,['Klaytn'],"{'Klaytn-pool2': 48559.6951, 'pool2': 48559.6951, 'Klaytn-staking': 1409240.89177, 'Klaytn': 1852327.37762, 'staking': 1409240.89177}",4767928.55136,"dict_keys(['Klaytn-pool2', 'pool2', 'Klaytn-staking', 'Klaytn', 'staking'])"
954,Folks Finance Lending,Lending,Algorand,['Algorand'],"{'Algorand-borrowed': 5460721.62607, 'Algorand': 15673646.73691, 'borrowed': 5460721.62607}",26595089.98905,"dict_keys(['Algorand-borrowed', 'Algorand', 'borrowed'])"
955,ChampagneSwap,Dexes,Binance,['BSC'],"{'BSC': 529.39075, 'BSC-staking': 0, 'staking': 0}",529.39075,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
956,Luchadores,Gaming,Polygon,['Polygon'],"{'Polygon': 8766.3197, 'pool2': 2288.84556, 'Polygon-pool2': 2288.84556, 'Polygon-staking': 42690.66787, 'staking': 42690.66787}",98725.34656,"dict_keys(['Polygon', 'pool2', 'Polygon-pool2', 'Polygon-staking', 'staking'])"
957,Pegasusdollar,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 15413.02322, 'pool2': 26026.91302, 'Cronos-pool2': 26026.91302, 'Cronos-staking': 74.45323, 'staking': 74.45323}",67615.75571999999,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
958,CGX Finance,Dexes,Cronos,['Cronos'],"{'Cronos': 74587.39078, 'pool2': 17331.17846, 'Cronos-pool2': 17331.17846, 'Cronos-staking': 22984.01598, 'staking': 22984.01598}",155217.77966,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
959,Milky Cow,Algo-Stables,Milkomeda,['Milkomeda C1'],"{'Milkomeda C1-pool2': 8.07628, 'Milkomeda C1-staking': 45.6578, 'pool2': 8.07628, 'Milkomeda C1': 97.62029, 'staking': 45.6578}",205.08845000000002,"dict_keys(['Milkomeda C1-pool2', 'Milkomeda C1-staking', 'pool2', 'Milkomeda C1', 'staking'])"
960,Oaswap,Dexes,Oasis,['Oasis'],{'Oasis': 2198.42327},2198.42327,dict_keys(['Oasis'])
961,Neuronswap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 0, 'Klaytn': 13650.72612, 'staking': 0}",13650.72612,"dict_keys(['Klaytn-staking', 'Klaytn', 'staking'])"
962,Versa Finance,Dexes,Astar,['Astar'],{'Astar': 23864.1821},23864.1821,dict_keys(['Astar'])
963,FunBeast,Dexes,Astar,['Astar'],{'Astar': 2432.40924},2432.40924,dict_keys(['Astar'])
964,Predy Finance,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-borrowed': 159.1077, 'Arbitrum': 23594.173, 'borrowed': 159.1077}",23912.3884,"dict_keys(['Arbitrum-borrowed', 'Arbitrum', 'borrowed'])"
965,Sirius Finance,Dexes,Astar,['Astar'],"{'Astar': 2810958.78217, 'Astar-staking': 23631.22275, 'staking': 23631.22275}",2858221.2276700004,"dict_keys(['Astar', 'Astar-staking', 'staking'])"
966,Swappi,Dexes,Conflux,['Conflux'],{'Conflux': 24742495.12379},24742495.12379,dict_keys(['Conflux'])
967,Yeti Finance,CDP,Avalanche,['Avalanche'],"{'Avalanche': 16899980.92297, 'Avalanche-staking': 353320.80917, 'pool2': 310157.97877, 'Avalanche-pool2': 310157.97877, 'staking': 353320.80917}",18226938.49885,"dict_keys(['Avalanche', 'Avalanche-staking', 'pool2', 'Avalanche-pool2', 'staking'])"
968,LlamaPay,Payments,Avalanche,['Ethereum'],"{'Optimism': 194683.45375, 'Metis': 11.04938, 'Gnosis-vesting': 23565.53503, 'Meter-vesting': 18156.702, 'Polygon-vesting': 9572.48923, 'Meter': 21349.918, 'Fantom-vesting': 3019244.45748, 'Avalanche-vesting': 34304.23884, 'BSC': 46782.48632, 'Ethereum': 2325958.35271, 'Gnosis': 34.29223, 'vesting': 199001530.62165, 'Avalanche': 102791.43173, 'Arbitrum': 116556.49427, 'Optimism-vesting': 2024.32826, 'BSC-vesting': 54100.18958, 'Fantom': 36836.88268, 'Ethereum-vesting': 149375157.32655, 'Polygon': 250624.68742, 'Arbitrum-vesting': 46465405.35467, 'Metis-vesting': 0}",401098690.29178005,"dict_keys(['Optimism', 'Metis', 'Gnosis-vesting', 'Meter-vesting', 'Polygon-vesting', 'Meter', 'Fantom-vesting', 'Avalanche-vesting', 'BSC', 'Ethereum', 'Gnosis', 'vesting', 'Avalanche', 'Arbitrum', 'Optimism-vesting', 'BSC-vesting', 'Fantom', 'Ethereum-vesting', 'Polygon', 'Arbitrum-vesting', 'Metis-vesting'])"
969,Blueshift,Dexes,Milkomeda,['Milkomeda C1'],"{'Kava': 101059.76201, 'Milkomeda C1': 1095093.03109, 'Milkomeda A1-staking': 603.01883, 'Milkomeda C1-staking': 409343.26722, 'Milkomeda A1': 144440.31581, 'staking': 409946.28605}",2160485.68101,"dict_keys(['Kava', 'Milkomeda C1', 'Milkomeda A1-staking', 'Milkomeda C1-staking', 'Milkomeda A1', 'staking'])"
970,Solv Protocol,NFT Marketplace,Ethereum,['Ethereum'],"{'BSC': 190119.68604, 'Ethereum': 4453728.81684, 'BSC-staking': 0, 'Ethereum-staking': 0, 'Polygon': 4.40162, 'Arbitrum': 0.08158, 'staking': 0}",4643852.98608,"dict_keys(['BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'Polygon', 'Arbitrum', 'staking'])"
971,Milkydex,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 3594.65394},3594.65394,dict_keys(['Milkomeda C1'])
972,FairySwap,Dexes,Findora,['Findora'],{'Findora': 29851.19921},29851.19921,dict_keys(['Findora'])
973,Tarina,Dexes,Avalanche,['Avalanche'],{'Avalanche': 108528.11661},108528.11661,dict_keys(['Avalanche'])
974,Hydradex,Dexes,Hydra,['Hydra'],{'Hydra': 2321472.42464},2321472.42464,dict_keys(['Hydra'])
975,0xLend,Lending,Kucoin,['KCC'],"{'KCC': 852.29853, 'borrowed': 61492.02826, 'KCC-borrowed': 61492.02826}",123836.35505,"dict_keys(['KCC', 'borrowed', 'KCC-borrowed'])"
976,Timeswap V1,Lending,Polygon,['Polygon'],{'Polygon': 58389.03986},58389.03986,dict_keys(['Polygon'])
977,Spartacus Exchange,Dexes,Fantom,['Fantom'],{'Fantom': 2593980.84413},2593980.84413,dict_keys(['Fantom'])
978,Orcus Finance,Algo-Stables,Astar,['Astar'],"{'Astar-pool2': 15686.25433, 'Astar': 11030.24463, 'pool2': 15686.25433, 'Astar-staking': 0, 'staking': 0}",42402.75328999999,"dict_keys(['Astar-pool2', 'Astar', 'pool2', 'Astar-staking', 'staking'])"
979,PuddingSwap,Dexes,Hoo,['Hoo'],{'Hoo': 0},0.0,dict_keys(['Hoo'])
980,Klayportal,Staking,Klaytn,['Klaytn'],{'Klaytn': 4200536.18924},4200536.18924,dict_keys(['Klaytn'])
981,Dual Finance,Options Vault,Solana,['Solana'],{'Solana': 556959.19752},556959.19752,dict_keys(['Solana'])
982,SmartCredit,Lending,Ethereum,['Ethereum'],"{'Ethereum': 760509.41833, 'Ethereum-staking': 672694.33211, 'Ethereum-borrowed': 240057.162, 'borrowed': 240057.162, 'staking': 672694.33211}",2586012.40655,"dict_keys(['Ethereum', 'Ethereum-staking', 'Ethereum-borrowed', 'borrowed', 'staking'])"
983,Olive,Options Vault,Polygon,['Ethereum'],"{'Ethereum': 1978452.32227, 'Polygon': 567337.75633, 'Arbitrum': 1358343.98188}",3904134.0604799995,"dict_keys(['Ethereum', 'Polygon', 'Arbitrum'])"
984,GARD,CDP,Algorand,['Algorand'],"{'Algorand-treasury': 23500.87403, 'Algorand': 4594654.75022, 'Algorand-staking': 434282.90265, 'treasury': 23500.87403, 'staking': 434282.90265}",5510222.303579998,"dict_keys(['Algorand-treasury', 'Algorand', 'Algorand-staking', 'treasury', 'staking'])"
985,HaloFi,Services,Celo,['Polygon'],"{'Polygon': 207294.75488, 'Celo': 174339.03227}",381633.78715,"dict_keys(['Polygon', 'Celo'])"
986,Sienna Network,Privacy,Secret,['Secret'],"{'Secret': 3642672.50389, 'Secret-staking': 1096927.13669, 'borrowed': 225906.69438, 'Secret-borrowed': 225906.69438, 'staking': 1096927.13669}",6288340.166030001,"dict_keys(['Secret', 'Secret-staking', 'borrowed', 'Secret-borrowed', 'staking'])"
987,Spectrumswap,Farm,Binance,['BSC'],"{'BSC': 544.46797, 'BSC-staking': 2.8211, 'pool2': 3.04523, 'BSC-pool2': 3.04523, 'staking': 2.8211}",556.2006299999999,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
988,Cronus Finance,Dexes,Evmos,['Evmos'],{'Evmos': 49235.58123},49235.58123,dict_keys(['Evmos'])
989,Diffusion Finance,Dexes,Evmos,['Evmos'],"{'Evmos': 228555.66034, 'Evmos-staking': 358125.706, 'staking': 358125.706}",944807.07234,"dict_keys(['Evmos', 'Evmos-staking', 'staking'])"
990,Pandora Swap,Dexes,Astar,['Astar'],{'Astar': 394.28021},394.28021,dict_keys(['Astar'])
991,Wombat Exchange,Dexes,Binance,['BSC'],"{'BSC': 42316001.6119, 'BSC-staking': 7927738.61609, 'staking': 7927738.61609}",58171478.84408,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
992,AGS Finance,Dexes,Astar,['Astar'],{'Astar': 3627.97491},3627.97491,dict_keys(['Astar'])
993,Yumiswap,Dexes,Astar,['Astar'],{'Astar': 1824.43113},1824.43113,dict_keys(['Astar'])
994,Bao Masterchef V1,Farm,Ethereum,['Ethereum'],"{'Ethereum': 1519275.035, 'Gnosis': 101840.78807}",1621115.82307,"dict_keys(['Ethereum', 'Gnosis'])"
995,Vortex Protocol,Dexes,Tezos,['Tezos'],"{'Tezos-staking': 48329.56843, 'Tezos': 188057.54281, 'staking': 48329.56843}",284716.67967,"dict_keys(['Tezos-staking', 'Tezos', 'staking'])"
996,AstridDAO,CDP,Astar,['Astar'],{'Astar': 5434011.68644},5434011.68644,dict_keys(['Astar'])
997,Fenrir Finance,Lending,Binance,['BSC'],"{'BSC': 760.59419, 'BSC-borrowed': 27.82824, 'borrowed': 27.82824}",816.2506700000001,"dict_keys(['BSC', 'BSC-borrowed', 'borrowed'])"
998,EvmoSwap,Dexes,Evmos,['Evmos'],{'Evmos': 74791.11864},74791.11864,dict_keys(['Evmos'])
999,Duet Protocol,Synthetics,Binance,['BSC'],{},0.0,dict_keys([])
1000,Hummus Exchange,Dexes,Metis,['Metis'],"{'Metis': 8758916.58443, 'Metis-staking': 1339923.93286, 'staking': 1339923.93286}",11438764.45015,"dict_keys(['Metis', 'Metis-staking', 'staking'])"
1001,North Pole,CDP,Avalanche,['Avalanche'],{'Avalanche': 1921.26634},1921.26634,dict_keys(['Avalanche'])
1002,ADAO,Staking,Astar,['Astar'],"{'Astar': 103655.9821, 'Astar-treasury': 6848.81664, 'treasury': 6848.81664}",117353.61538,"dict_keys(['Astar', 'Astar-treasury', 'treasury'])"
1003,Kokoa Finance,CDP,Klaytn,['Klaytn'],"{'Klaytn-pool2': 586958.71999, 'pool2': 586958.71999, 'Klaytn-staking': 741190.75943, 'Klaytn': 4697602.10229, 'staking': 741190.75943}",7353901.061129999,"dict_keys(['Klaytn-pool2', 'pool2', 'Klaytn-staking', 'Klaytn', 'staking'])"
1004,KronosDAO,Reserve Currency,Binance,['BSC'],"{'BSC': 3201.96265, 'BSC-staking': 9.06461, 'staking': 9.06461}",3220.0918699999997,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1005,KungFuu,Staking,Fantom,['Fantom'],{'Fantom': 6160.48518},6160.48518,dict_keys(['Fantom'])
1006,Pegasus Finance,Derivatives,Optimism,['Optimism'],{'Optimism': 1082.27349},1082.27349,dict_keys(['Optimism'])
1007,Meshswap,Dexes,Polygon,['Polygon'],"{'Polygon': 21903002.11294, 'Polygon-staking': 2062166.3653, 'staking': 2062166.3653}",26027334.843539998,"dict_keys(['Polygon', 'Polygon-staking', 'staking'])"
1008,Astarnova,Dexes,Astar,['Astar'],{'Astar': 62.27844},62.27844,dict_keys(['Astar'])
1009,BlockNG,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 210885.4954, 'smartBCH-pool2': 83497.73391, 'pool2': 83497.73391, 'smartBCH': 758695.84336, 'staking': 210885.4954}",1347462.30198,"dict_keys(['smartBCH-staking', 'smartBCH-pool2', 'pool2', 'smartBCH', 'staking'])"
1010,Goblins Cash,Reserve Currency,SmartBCH,['smartBCH'],"{'smartBCH-staking': 109122.75644, 'smartBCH': 30946.6449, 'staking': 109122.75644}",249192.15777999998,"dict_keys(['smartBCH-staking', 'smartBCH', 'staking'])"
1011,HonkSwap,Dexes,SmartBCH,['smartBCH'],{'smartBCH': 854.35772},854.35772,dict_keys(['smartBCH'])
1012,Verse,Dexes,SmartBCH,['Ethereum'],"{'Ethereum': 7785444.92438, 'smartBCH': 31565.27176}",7817010.19614,"dict_keys(['Ethereum', 'smartBCH'])"
1013,LNS,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 46051.31788, 'smartBCH': 0, 'staking': 46051.31788}",92102.63576,"dict_keys(['smartBCH-staking', 'smartBCH', 'staking'])"
1014,EmberSwap,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 6114.39371, 'smartBCH': 1655.9391, 'staking': 6114.39371}",13884.72652,"dict_keys(['smartBCH-staking', 'smartBCH', 'staking'])"
1015,BCHPad,Launchpad,SmartBCH,['smartBCH'],"{'smartBCH-staking': 0, 'smartBCH-pool2': 202.73266, 'pool2': 202.73266, 'smartBCH': 0.06848, 'staking': 0}",405.53380000000004,"dict_keys(['smartBCH-staking', 'smartBCH-pool2', 'pool2', 'smartBCH', 'staking'])"
1016,Starbank,Dexes,Astar,['Astar'],{'Astar': 463.70613},463.70613,dict_keys(['Astar'])
1017,Kinesis Labs,Dexes,Evmos,['Evmos'],{'Evmos': 18676.346},18676.346,dict_keys(['Evmos'])
1018,CryptoSwap,Dexes,Binance,['BSC'],{'BSC': 9387.81141},9387.81141,dict_keys(['BSC'])
1019,CatsLuck,Prediction Market,smartBCH,['smartBCH'],{'smartBCH': 5670.28322},5670.28322,dict_keys(['smartBCH'])
1020,Ferro,Dexes,Cronos,['Cronos'],{'Cronos': 36499262.50255},36499262.50255,dict_keys(['Cronos'])
1021,Nest Protocol Staking,Oracle,Ethereum,['KCC'],"{'KCC': 0, 'BSC': 0, 'Ethereum': 0, 'BSC-staking': 770266.68357, 'KCC-staking': 0, 'Ethereum-staking': 49945121.80123, 'Polygon': 0, 'Polygon-staking': 0, 'staking': 50715388.4848}",101430776.96959999,"dict_keys(['KCC', 'BSC', 'Ethereum', 'BSC-staking', 'KCC-staking', 'Ethereum-staking', 'Polygon', 'Polygon-staking', 'staking'])"
